game_id,play_id,nugs_score,opp_score,score_change,points,type,description,n1,n2,n3,n4,n5
"=""0021600042""",261,42,58,0,0.0,Jump Shot,MISS Mudiay 26' 3PT Jump Shot,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",262,42,58,0,0.0,rebound defensive,Powell REBOUND (Off:0 Def:1),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",263,42,58,0,0.0,traveling,Valanciunas Traveling Turnover (P1.T1),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",264,44,58,2,2.0,Turnaround Hook Shot,Nurkic 5' Turnaround Hook Shot (3 PTS),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",265,44,60,-2,0.0,Pullup Jump Shot,DeRozan 11' Pullup Jump Shot (20 PTS),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",266,44,60,0,0.0,p.foul,Powell P.FOUL (P1.PN) (G.Zielinski),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",267,45,60,1,1.0,Free Throw 1 of 2,Gallinari Free Throw 1 of 2 (3 PTS),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",269,45,60,0,0.0,sub,SUB: Poeltl FOR Valanciunas,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",270,46,60,1,1.0,Free Throw 2 of 2,Gallinari Free Throw 2 of 2 (4 PTS),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",272,46,62,-2,0.0,Pullup Jump Shot,Powell 15' Pullup Jump Shot (2 PTS),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",273,49,62,3,3.0,Jump Shot,Gallinari 24' 3PT Jump Shot (7 PTS) (Barton 2 AST),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",275,49,62,0,0.0,Fadeaway Jumper,MISS Joseph 10' Fadeaway Jumper,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",276,49,62,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:4),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",277,49,62,0,0.0,Jump Shot,MISS Mudiay 26' 3PT Jump Shot,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",278,49,62,0,0.0,rebound offensive,Jokic REBOUND (Off:2 Def:2),Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",279,49,62,0,0.0,Putback Dunk,MISS Jokic  Putback Dunk,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",280,49,62,0,0.0,team rebound,Nuggets Rebound,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",281,49,62,0,0.0,end of period,NA,Jusuf Nurkic,Danilo Gallinari,Emmanuel Mudiay,Will Barton,Nikola Jokic
"=""0021600042""",283,49,62,0,0.0,start of period,NA,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",284,51,62,2,2.0,Jump Bank Shot,Gallinari 4' Jump Bank Shot (9 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",285,51,62,0,0.0,lost ball,"Nurkic STEAL (1 STL), DeRozan Lost Ball Turnover (P1.T2)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",286,51,62,0,0.0,Running Layup,MISS Mudiay 2' Running Layup,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",287,51,62,0,0.0,rebound defensive,Lowry REBOUND (Off:0 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",288,51,62,0,0.0,out of bounds lost ball turnover,Valanciunas Out of Bounds Lost Ball Turnover (P2.T3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",289,54,62,3,3.0,Jump Shot,Barton 25' 3PT Jump Shot (14 PTS) (Mudiay 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",290,54,62,0,0.0,offensive charge foul,Lowry Offensive Charge Foul (P4.T1) (M.McCutchen),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",291,54,62,0,0.0,foul turnover,Lowry Foul Turnover (P1.T4),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",292,54,62,0,0.0,s.foul,Valanciunas S.FOUL (P3.T2) (G.Zielinski),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",293,54,62,0,0.0,Free Throw 1 of 2,MISS Nurkic Free Throw 1 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",294,54,62,0,0.0,team rebound,Nuggets Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",295,54,62,0,0.0,Free Throw 2 of 2,MISS Nurkic Free Throw 2 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",297,54,62,0,0.0,rebound defensive,Valanciunas REBOUND (Off:1 Def:3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",298,54,64,-2,0.0,Pullup Jump Shot,DeRozan 10' Pullup Jump Shot (22 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",300,54,64,0,0.0,personal block foul,Siakam Personal Block Foul (P2.T3) (M.McCutchen),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",301,54,64,0,0.0,s.foul,Siakam S.FOUL (P3.T4) (G.Zielinski),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",302,55,64,1,1.0,Free Throw 1 of 2,Gallinari Free Throw 1 of 2 (10 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",304,56,64,1,1.0,Free Throw 2 of 2,Gallinari Free Throw 2 of 2 (11 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",306,56,64,0,0.0,Jump Shot,"Mudiay BLOCK (1 BLK), MISS Lowry 26' 3PT Jump Shot",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",307,56,64,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:5),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",308,56,64,0,0.0,s.foul,DeRozan S.FOUL (P1.PN) (M.McCutchen),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",309,57,64,1,1.0,Free Throw 1 of 2,Barton Free Throw 1 of 2 (15 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",311,58,64,1,1.0,Free Throw 2 of 2,Barton Free Throw 2 of 2 (16 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",314,58,64,0,0.0,timeout: regular,RAPTORS Timeout: Regular (Full 2 Short 0),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",316,58,64,0,0.0,sub,SUB: Patterson FOR Siakam,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",317,58,66,-2,0.0,unknown,Valanciunas  Cutting Dunk Shot (8 PTS) (Lowry 6 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",318,58,66,0,0.0,Driving Layup,"MISS Mudiay 2' Driving Layup, Patterson BLOCK (2 BLK)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",319,58,66,0,0.0,rebound offensive,Nurkic REBOUND (Off:1 Def:5),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",320,58,66,0,0.0,Putback Layup,"MISS Nurkic 1' Putback Layup, Patterson BLOCK (3 BLK)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",321,58,66,0,0.0,rebound offensive,Nurkic REBOUND (Off:2 Def:5),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",322,60,66,2,2.0,Putback Layup,Nurkic  Putback Layup (5 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",323,60,66,0,0.0,shooting block foul,Jokic Shooting Block Foul (P3.T1) (M.McCutchen),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",324,60,67,-1,0.0,Free Throw 1 of 2,Lowry Free Throw 1 of 2 (9 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",326,60,68,-1,0.0,Free Throw 2 of 2,Lowry Free Throw 2 of 2 (10 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",328,62,68,2,2.0,Hook Shot,Nurkic 3' Hook Shot (7 PTS) (Jokic 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",330,62,68,0,0.0,Jump Shot,MISS Carroll 27' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",331,62,68,0,0.0,rebound defensive,Nurkic REBOUND (Off:2 Def:6),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",333,62,68,0,0.0,lost ball,"Jokic Lost Ball Turnover (P3.T4), Lowry STEAL (3 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",334,62,70,-2,0.0,Hook Shot,Valanciunas 5' Hook Shot (10 PTS) (Lowry 7 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",335,64,70,2,2.0,Driving Layup,Jokic 2' Driving Layup (10 PTS) (Mudiay 3 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",336,64,70,0,0.0,Step Back Jump Shot,MISS Lowry 21' Step Back Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",337,64,70,0,0.0,rebound defensive,Nurkic REBOUND (Off:2 Def:7),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",338,64,70,0,0.0,Reverse Layup,MISS Gallinari 2' Reverse Layup,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",339,64,70,0,0.0,rebound offensive,Gallinari REBOUND (Off:1 Def:0),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",340,64,70,0,0.0,Layup,"MISS Gallinari 2' Layup, Patterson BLOCK (4 BLK)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",345,64,70,0,0.0,team rebound,RAPTORS Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",341,64,72,-2,0.0,Jump Shot,Lowry 21' Jump Shot (12 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",342,64,72,0,0.0,bad pass,"Jokic Bad Pass Turnover (P4.T5), Patterson STEAL (1 STL)",Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",343,64,75,-3,0.0,Pullup Jump Shot,Lowry 26' 3PT Pullup Jump Shot (15 PTS) (Patterson 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",344,64,75,0,0.0,timeout: regular,Nuggets Timeout: Regular (Reg.4 Short 0),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",349,64,75,0,0.0,unknown,MISS Gallinari 3' Driving Floating Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",351,64,75,0,0.0,rebound offensive,Nurkic REBOUND (Off:3 Def:7),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",350,64,75,0,0.0,unknown,MISS Nurkic 1' Tip Layup Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",353,64,75,0,0.0,rebound offensive,Nurkic REBOUND (Off:4 Def:7),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",352,64,75,0,0.0,unknown,MISS Nurkic 1' Tip Layup Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",354,64,75,0,0.0,team rebound,RAPTORS Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",355,64,75,0,0.0,s.foul,Mudiay S.FOUL (P1.T2) (G.Zielinski),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",356,64,76,-1,0.0,Free Throw 1 of 2,Lowry Free Throw 1 of 2 (16 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",358,64,77,-1,0.0,Free Throw 2 of 2,Lowry Free Throw 2 of 2 (17 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",360,66,77,2,2.0,Turnaround Jump Shot,Jokic 8' Turnaround Jump Shot (12 PTS) (Mudiay 4 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",361,66,77,0,0.0,Pullup Jump Shot,MISS Valanciunas 17' Pullup Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",362,66,77,0,0.0,rebound offensive,Patterson REBOUND (Off:1 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",363,66,77,0,0.0,unknown,MISS Patterson  Tip Layup Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",364,66,77,0,0.0,team rebound,RAPTORS Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600042""",365,66,77,0,0.0,p.foul,Jokic P.FOUL (P4.T3) (G.Zielinski),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Will Barton,Emmanuel Mudiay
"=""0021600067""",0,0,0,NA,NA,start of period,NA,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",1,0,0,0,0.0,jump ball,Jump Ball Towns vs. Nurkic: Tip to Dieng,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",2,0,0,0,0.0,Jump Shot,MISS Towns 22' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",3,0,0,0,0.0,rebound defensive,Gallinari REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",4,0,0,0,0.0,Layup,MISS Nurkic  Layup,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",5,0,0,0,0.0,rebound defensive,Towns REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",6,0,0,0,0.0,Pullup Jump Shot,MISS Wiggins 20' Pullup Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",7,0,0,0,0.0,rebound defensive,Nurkic REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",8,2,0,2,2.0,Jump Shot,Gallinari 23' Jump Shot (2 PTS) (Jokic 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",9,2,0,0,0.0,Jump Shot,MISS LaVine 20' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",10,2,0,0,0.0,rebound offensive,Towns REBOUND (Off:1 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",11,2,2,-2,0.0,Jump Bank Shot,Towns 9' Jump Bank Shot (2 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",12,2,2,0,0.0,Jump Shot,MISS Nurkic 20' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",13,2,2,0,0.0,rebound defensive,Towns REBOUND (Off:1 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",14,2,4,-2,0.0,Driving Layup,Towns 1' Driving Layup (4 PTS) (Dunn 1 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",15,2,4,0,0.0,s.foul,Jokic S.FOUL (P1.T1) (M.Lindsay),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",16,2,5,-1,0.0,Free Throw 1 of 1,Towns Free Throw 1 of 1 (5 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",18,2,5,0,0.0,Jump Shot,MISS Murray 19' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",19,2,5,0,0.0,rebound defensive,Towns REBOUND (Off:1 Def:3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",20,2,7,-2,0.0,Jump Shot,Wiggins 6' Jump Shot (2 PTS) (Dunn 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",21,2,7,0,0.0,s.foul,Jokic S.FOUL (P2.T2) (B.Nansel),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",278,55,61,0,0.0,start of period,NA,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",279,55,61,0,0.0,p.foul,LaVine P.FOUL (P1.T1) (M.Lindsay),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",280,55,61,0,0.0,unknown,Nurkic Out of Bounds - Bad Pass Turnover Turnover (P1.T11),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",281,55,63,-2,0.0,Jump Shot,Towns 7' Jump Shot (24 PTS) (Dunn 8 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",282,55,63,0,0.0,traveling,Jokic Traveling Turnover (P1.T12),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",283,55,63,0,0.0,Turnaround Jump Shot,MISS Wiggins 15' Turnaround Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",284,55,63,0,0.0,rebound defensive,Jokic REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",285,58,63,3,3.0,Pullup Jump Shot,Gallinari 24' 3PT Pullup Jump Shot (13 PTS) (Jokic 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",286,58,63,0,0.0,s.foul,Wiggins S.FOUL (P3.T2) (B.Nansel),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",287,59,63,1,1.0,Free Throw 1 of 1,Gallinari Free Throw 1 of 1 (14 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",289,59,63,0,0.0,Jump Shot,MISS Dieng 13' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",290,59,63,0,0.0,rebound offensive,Towns REBOUND (Off:5 Def:4),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",291,59,65,-2,0.0,unknown,Wiggins  Cutting Dunk Shot (19 PTS) (Dieng 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",292,59,65,0,0.0,s.foul,Dieng S.FOUL (P2.T3) (M.Callahan),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",293,59,65,0,0.0,Free Throw 1 of 2,MISS Nurkic Free Throw 1 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",294,59,65,0,0.0,team rebound,Nuggets Rebound,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",295,59,65,0,0.0,Free Throw 2 of 2,MISS Nurkic Free Throw 2 of 2,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",297,59,65,0,0.0,rebound defensive,Wiggins REBOUND (Off:1 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",298,59,65,0,0.0,Jump Shot,MISS Wiggins 17' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",299,59,65,0,0.0,rebound defensive,Gallinari REBOUND (Off:0 Def:4),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",300,61,65,2,2.0,Jump Shot,Jokic 11' Jump Shot (4 PTS) (Gallinari 2 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",301,61,65,0,0.0,Floating Jump Shot,MISS Dunn 14' Floating Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",302,61,65,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",303,63,65,2,2.0,Layup,Nurkic 2' Layup (11 PTS) (Mudiay 3 AST),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",304,63,65,0,0.0,timeout: regular,TIMBERWOLVES Timeout: Regular (Full 3 Short 1),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",306,63,65,0,0.0,Jump Shot,MISS Towns 24' 3PT Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",307,63,65,0,0.0,rebound defensive,Murray REBOUND (Off:0 Def:3),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",308,63,65,0,0.0,Jump Shot,MISS Mudiay 10' Jump Shot,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",311,63,65,0,0.0,rebound defensive,Towns REBOUND (Off:5 Def:5),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",312,63,65,0,0.0,p.foul,Gallinari P.FOUL (P1.T1) (B.Nansel),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",313,63,65,0,0.0,Layup,MISS Dieng 1' Layup,Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",314,63,65,0,0.0,rebound defensive,Mudiay REBOUND (Off:0 Def:2),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",315,65,65,2,2.0,Hook Shot,Nurkic 4' Hook Shot (13 PTS),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
"=""0021600067""",316,65,65,0,0.0,s.foul,Jokic S.FOUL (P3.T2) (M.Callahan),Danilo Gallinari,Nikola Jokic,Jusuf Nurkic,Jamal Murray,Emmanuel Mudiay
